source,year,name,lastname,firstname,middlename,nationality,edu,prof,org,loc,country,lon,lat
ama,1907,frankenberg f h,frankenberg,f,h,,,mine superintendent,,cripple creek colorado,,,
ama,1907,franklin wui a,franklin,wui,a,,,mine superintendent,,jicarilla new mexico,,,
ama,1907,franklin s m,franklin,s,m,,,mine superintendent,,mowry arizona,,,
ama,1885,franks w ernest,franks,w,ernest,,,graduate,sachs bergakademie,freiberg clansthal,,,
ama,1907,franks w ernest,franks,w,ernest,,,mining engineer,,san luis potosi santa lucia sinaloa,,,
ama,1907,fraser alexander j,fraser,alexander,j,,,mining engineer,,rbyolite nevada,,,
ama,1907,frausto luis,frausto,luis,,,,mining engineer,,guanajuato mexico,,,
ama,1869,frazer persifor,frazer,persifor,,,,geologist chemistgraduate,royal school of mines,freiberg,,,
ama,1907,frazer persifor,frazer,persifor,,,,,,philadelphia,,,
ama,1907,frazer george,frazer,george,,,,metallurgical engineer,arizona copper co.,clifton arizona,,,
ama,1907,frazer george,frazer,george,,,,smelter supt,arizona copper co.,clifton arizona,,,
ama,1901,frazier isaac p,frazier,isaac,p,,,bs,missouri school of mines,,,,
ama,1901,frazier isaac p,frazier,isaac,p,,,civil eng,missouri school of mines,,,,
ama,1907,frazier isaac p,frazier,isaac,p,,,mining engineer,,kennett california,,,
ama,1907,frazier william t,frazier,william,t,,,mining engineer,,berkeley california,,,
ama,1907,fredericks william d,fredericks,william,d,,,mining engineer,,querobabi sonora,,,
ama,1906,freeland william h jr,freeland,william,h,,,em,colorado school of mines,,,,
ama,1907,freeland william h jr,freeland,william,h,,,mining engineer,,hailey idaho,,,
ama,1907,freeland william h,freeland,william,h,,,mining engineer,,isabella tennessee,,,
ama,1907,freeland francis t,freeland,francis,t,,,mining engineer,university club,denver colorado,,,
ama,1907,fregoso toiuas,fregoso,toiuas,,,,mining engineer,,hermosillo senora,,,
ama,1884,fremersdorf william f,fremersdorf,william,f,,,,met div,london,,,
ama,1907,fremersdorf william f,fremersdorf,william,f,,,arsm,,san diego california,,,
ama,1907,fremersdorf william f,fremersdorf,william,f,,,consultingmining metallurgical engineer,,san diego california,,,
ama,1907,french s w,french,s,w,,,mine superintendent,,bisbee arizona,,,
ama,1907,french allen,french,allen,,,,colliery superintendent,,baton new mexico,,,
ama,1907,french german,french,german,,,,mining engineer,,durango mexico,,,
ama,1907,fresh jurius d,fresh,jurius,d,,,mining engineer,,hermosillo sonora,,,
ama,1907,freudenthal edward f,freudenthal,edward,f,,,mine superintendent,,pioche nevada,,,
ama,1907,friberger h l,friberger,h,l,,,metallurgical engineer,zapopan gold mining co,la yesca tepic,,,
ama,1907,friberger h l,friberger,h,l,,,mill cyanide plant supt,zapopan gold mining co,la yesca tepic,,,
ama,1907,fricke john h,fricke,john,h,,,mining engineer,,bisbee arizona,,,
ama,1907,frier james,frier,james,,,,mgr,butter scopala syndicate ltd,copala sinoloa,,,
ama,1907,frier james,frier,james,,,,mining engineer,butter scopala syndicate ltd,copala sinoloa,,,
ama,1907,frink lester d,frink,lester,d,,,mining engineer,,butte montana,,,
ama,1907,fritz john,fritz,john,,,,mining engineer,,bethlehem pennsylvania,,,
ama,1907,froehling henry,froehling,henry,,,,mining engineer,,richmond virginia,,,
ama,1907,fruitt j b,fruitt,j,b,,,mine superintendent,,cripple creek colorado,,,
ama,1907,fubz paul a,fubz,paul,a,,,,americangem mining syndicate basin mining co.,,,,
ama,1907,fubz paul a,fubz,paul,a,,,pres gen mgr,goodhope mining co,st louis missouri,,,
ama,1907,fubz paul a,fubz,paul,a,,,pres gen mgr,granite bi metallic cons. mining co,st louis missouri,,,
ama,1907,fueller c m,fueller,c,m,,,mining engineer,,denver colorado,,,
ama,1891,fuller frederick d,fuller,frederick,d,,,m amjnstme,michigan college of mines,,,,
ama,1907,fuller frederick d,fuller,frederick,d,,,metallurgical engineer,,sumpter oregon,,,
ama,1907,fuller thomas h,fuller,thomas,h,,,mine superintendent,,angels camp california,,,
ama,1907,fuller d p,fuller,d,p,,,mine superintendent,,globe arizona,,,
ama,1907,fuller p,fuller,p,,,,mine superintendent,,silver peak nevada,,,
ama,1907,fulmer frank,fulmer,frank,,,,mining engineer,,camborne bc,,,
ama,1898,fulton john a,fulton,john,a,,,bs,univ of nevada,,,,
ama,1900,fulton john a,fulton,john,a,,,em,columbia school of mines,,,,
ama,1907,fulton john a,fulton,john,a,,,mining engineer,,reno nevada,,,
ama,1907,fulton thomas t,fulton,thomas,t,,,metallurgist,,west gore ns,,,
ama,1907,fulton john,fulton,john,,,,mining engineer,,johnston pennsylvania,,,
ama,1903,funk walter a,funk,walter,a,,,em,colorado school of mines,,,,
ama,1907,funk walter a,funk,walter,a,,,mining engineer,,central city colorado,,,
ama,1907,furness james w,furness,james,w,,,assayer chemist,,philadelphia,,,
ama,1907,furness dwight,furness,dwight,,,,mine owner,,guanajuato mexico,,,
ama,1907,furry carlos f,furry,carlos,f,,,mining engineer,,contra estaca sinaloa,,,
ama,1904,gaenslen george r,gaenslen,george,r,,,bs,mit,,,,
ama,1907,gaenslen george r,gaenslen,george,r,,,mining engineer,,congress junction arizona,,,
ama,1900,gage robert b,gage,robert,b,,,chemist bs,penn state college,,,,
ama,1907,gage eliphalet b,gage,eliphalet,b,,,pres,congress cons. mines co,tombstone arizona,,,
ama,1907,gage eliphalet b,gage,eliphalet,b,,,pres,imperial copper co.,tombstone arizona,,,
ama,1907,gage eliphalet b,gage,eliphalet,b,,,,tombstone cons. mines co.,,,,
ama,1907,gage robert b,gage,robert,b,,,,,trenton new jersey,,,
ama,1897,gage edward c,gage,edward,c,,,bs,univ of california,san dimas,,,
ama,1907,gage edward c,gage,edward,c,,,mining engineer,,san dimas durango,,,
ama,1899,gahl rudolph,gahl,rudolph,,,,electro chemist metallurgist phd,univ of goettingen,,,,
ama,1907,gahl rudolph,gahl,rudolph,,,,,,morenci arizona,,,
ama,1907,gaitan ramon,gaitan,ramon,,,,mine supt,,san juan de guadalupe durango,,,
ama,1895,galan andres g,galan,andres,g,,,ce,lehigh university,,,,
ama,1907,galan andres g,galan,andres,g,,,mining engineer,,monterrey mexico,,,
ama,1901,galbraith malcolm m,galbraith,malcolm,m,,,bs,mcgill university,,,,
ama,1907,galbraith malcolm m,galbraith,malcolm,m,,,mining engineer,,camborne bc,,,
ama,1907,galigher t w,galigher,t,w,,,mining engineer,,salt lake city utah,,,
ama,1907,gallagher james b,gallagher,james,b,,,mining engineer,,butte montana,,,
ama,1884,gallaher philip c,gallaher,philip,c,,,acs,missouri school of mines,leadville em,,,
ama,1907,gallaher philip c,gallaher,philip,c,,,chemist,iron silver mining co,leadville colorado,,,
ama,1898,gallawav albert a,gallawav,albert,a,,,ce,penn state college,,,,
ama,1907,gallawav albert a,gallawav,albert,a,,,mining engineer,,turtle creek pennsvlvania,,,
ama,1907,gallereta jose o,gallereta,jose,o,,,mine superintendent,,artega guanajuato,,,
ama,1905,gallup harry w,gallup,harry,w,,,chem,mit,,,,
ama,1905,gallup harry w,gallup,harry,w,,,chemist bs,mit,,,,
ama,1907,gallup harry w,gallup,harry,w,,,,,maurer new jersey,,,
ama,1907,gallway harry a,gallway,harry,a,,,mining engineer,,butte montana,,,
ama,1907,galusha m r,galusha,m,r,,,mining engineer,,rossland bc,,,
ama,1907,galvan cleofas,galvan,cleofas,,,,mine superintendent,,minillas zacatecas,,,
ama,1907,gamboa manuel,gamboa,manuel,,,,mine superintendent,,santa lucia sinaloa,,,
ama,1907,gameros manuel,gameros,manuel,,,,mining engineer,,libertad chihuahua,,,
ama,1907,garcia jose g,garcia,jose,g,,,mine superintendent,,temascaltepec e de mexico,,,
ama,1907,garcia francisco h,garcia,francisco,h,,,mining engineer,,pilares de teras sonora,,,
ama,1907,garcia angel,garcia,angel,,,,mine owner,,parral chihuahua,,,
ama,1907,garcia esteban,garcia,esteban,,,,mining engineer,,parral chihuahua,,,
ama,1907,gardanier e c,gardanier,e,c,,,mining engineer,,phoenix bc,,,
ama,1907,garde alfred c,garde,alfred,c,,,mining engineer,,nelson bc,,,
ama,1906,gardner john i,gardner,john,i,,,em,colorado school of mines,,,,
ama,1907,gardner john i,gardner,john,i,,,mining engineer,,silver plume colorado,,,
ama,1907,garfield charles d,garfield,charles,d,,,mining engineer,,nome alaska,,,
ama,1880,garlichs herman,garlichs,herman,,,,em,columbia school of mines,,,,
ama,1907,garlichs herman,garlichs,herman,,,,metallurgical engineer,american smelting refining co.,maurer new jersey,,,
ama,1907,garlichs herman,garlichs,herman,,,,supt,american smelting refining co.,maurer new jersey,,,
ama,1907,garner john a,garner,john,a,,,mine superintendent,,mojave california,,,
ama,1894,garred ulysses a,garred,ulysses,a,,,me,college of kentucky,,,,
ama,1894,garred ulysses a,garred,ulysses,a,,,me,m am soc me,,,,
ama,1894,garred ulysses a,garred,ulysses,a,,,mec,college of kentucky,,,,
ama,1894,garred ulysses a,garred,ulysses,a,,,mec,m am soc me,,,,
ama,1907,garred ulysses a,garred,ulysses,a,,,asst mechanical supt,anaconda copper mining co,anaconda montana,,,
ama,1907,garretson frederick g,garretson,frederick,g,,,managingdirector,trenton sonora co,sahuaripa,,,
ama,1907,garretson frederick g,garretson,frederick,g,,,,,sonora mexico,,,
ama,1907,garrett james e,garrett,james,e,,,supt,cia minera de naica,naica chihuahua,,,
ama,1901,garrett william w,garrett,william,w,,,bs,mit,,,,
ama,1907,garrett william w,garrett,william,w,,,professor of metallurgy,missourischool of mines,rolla missouri,,,
ama,1885,garrison f rank lynwood,garrison,frank,lynwood,,,,instmm,ny,,,
ama,1907,garrison f rank lynwood,garrison,frank,lynwood,,,,associate royal school of mines,ny,,,
ama,1907,garrison f rank lynwood,garrison,frank,lynwood,,,,m met,london,,,
ama,1907,garrison f rank lynwood,garrison,frank,lynwood,,,mining engineer,,philadelphia,,,
ama,1876,garrison edmund h,garrison,edmund,h,,,em,columbia school of mines,,,,
ama,1907,garrison edmund h,garrison,edmund,h,,,c e,,yonkers new york,,,
ama,1907,garrison edmund h,garrison,edmund,h,,,mining engineer,,yonkers new york,,,
ama,1883,garrison f rank lynwood,garrison,frank,lynwood,,,em,univ of penn,,,,
ama,1907,garthwaite e h,garthwaite,e,h,,,mining engineer,,oakland california,,,
ama,1907,garvin charles c,garvin,charles,c,,,mining engineer,,silverton colorado,,,
ama,1907,garvin charles j,garvin,charles,j,,,mining engineer,,denver colorado,,,
ama,1907,garza jose j,garza,jose,j,,,mining engineer,,sabinas hidalgo nl,,,
ama,1907,gatch elias s,gatch,elias,s,,,mgr,granby mining smelting co,st louis missouri,,,
ama,1907,gates w b,gates,w,b,,,mine superintendent,,sierra mojada coahuila,,,
ama,1907,gates charles c,gates,charles,c,,,mgr,nevada united mines co,ward nevada,,,
ama,1905,gates frank s,gates,frank,s,,,em,penn state college,,,,
ama,1907,gates frank s,gates,frank,s,,,mining engineer,,st benedict pennsylvania,,,
ama,1907,gaylord frank b,gaylord,frank,b,,,,canadian m inst,,,,
ama,1907,gaylord frank b,gaylord,frank,b,,,mgr,deseronto iron co,deseronto ontario,,,
ama,1907,gaylord e c,gaylord,e,c,,,mine superintendent,,east auburn california,,,
ama,1907,gayou richard,gayou,richard,,,,mining metallurgical engineer,,nogales sonora,,,
ama,1907,gazzam joseph p,gazzam,joseph,p,,,mgr,nevada cons.copper co.,ely nevada,,,
ama,1907,gazzam joseph p,gazzam,joseph,p,,,mining engineer,nevada cons.copper co.,ely nevada,,,
ama,1907,gearon james t,gearon,james,t,,,mining engineer,,mullan idaho,,,
ama,1907,geddes theron,geddes,theron,,,,mgr,swansea mining co,salt lake city utah,,,
ama,1907,gee emmerson,gee,emmerson,,,,mining engineer,,reno nevada,,,
ama,1907,geisel john,geisel,john,,,,mine superintendent,,ouray colorado,,,
ama,1899,geisendorfer henry a,geisendorfer,henry,a,,,bs,univ of california,,,,
ama,1907,geisendorfer henry a,geisendorfer,henry,a,,,mining engineer,lassenmining co.,hayden hill california,,,
ama,1907,geiser albert,geiser,albert,,,,mining engineer,,geiser oregon,,,
ama,1907,geist alfred w,geist,alfred,w,,,mining engineer mine owner,,guadalajara mexico,,,
ama,1907,gelder j e,gelder,j,e,,,mine superintendent,,yerington nevada,,,
ama,1907,gemmell robert c,gemmell,robert,c,,,gen supt,utah copper co,salt lake city utah,,,
ama,1907,george e a,george,e,a,,,mine superintendent,,ortiz sonora,,,
ama,1904,george harold c,george,harold,c,,,em,penn state college,alleghany,,,
ama,1907,george harold c,george,harold,c,,,consulting engineer,western univ of penn,alleghany pennsylvania,,,
ama,1897,george russell d,george,russell,d,,,ma,,,,,
ama,1898,george russell d,george,russell,d,,,ba,mcmaster university,toronto,,,
ama,1907,george russell d,george,russell,d,,,professor of geology mineralogy,university of colorado,boulder colorado,,,
ama,1872,george a,george,a,,,,,,denver colorado,,,
ama,1898,geppert richard m,geppert,richard,m,,,em,columbia school of mines,,,,
ama,1907,geppert richard m,geppert,richard,m,,,mining engineer,,tonopah nevada,,,
ama,1901,gholz arthur l,gholz,arthur,l,,,em,univ of minnesota,,,,
ama,1907,gholz arthur l,gholz,arthur,l,,,em,m lakesup,,,,
ama,1907,gholz arthur l,gholz,arthur,l,,,mining engineer,e j longyear,nibbing minnesota,,,
ama,1907,gholz arthur l,gholz,arthur,l,,,supt,e j longyear,nibbing minnesota,,,
ama,1903,gibbs charles h,gibbs,charles,h,,,em,michigan college of mines,,,,
ama,1907,gibbs charles h,gibbs,charles,h,,,mining engineer,,salt lake city utah,,,
ama,1907,gibbs j m,gibbs,j,m,,,mining engineer,,cananea sonora,,,
ama,1907,gibbs w t,gibbs,w,t,,,mining engineer,,buckingham quebec,,,
ama,1877,gibson charles b,gibson,charles,b,,,,m d,,,,
ama,1885,gibson charles b,gibson,charles,b,,,bs,univ of illinois,,,,
ama,1907,gibson charles b,gibson,charles,b,,,illinois,,clark st chicago,,,
ama,1907,gibson charles b,gibson,charles,b,,,mining engineer,,clark st chicago,,,
ama,1907,gibson ttharles h,gibson,ttharles,h,,,mining engineer,,guanajuato mexico,,,
ama,1907,gibson s l,gibson,s,l,,,mine superintendent,,globe arizona,,,
ama,1907,gibson w m,gibson,w,m,,,asst supt,calumet hecla mining co,calumet michigan,,,
ama,1907,gibson w m,gibson,w,m,,,mining engineer,calumet hecla mining co,calumet michigan,,,
ama,1907,gibson thomas w,gibson,thomas,w,,,,england canadian m inst,,,,
ama,1907,gibson george w,gibson,george,w,,,mining engineer,,denver colorado,,,
ama,1907,gibson thomas w,gibson,thomas,w,,,deputy minister of mines,instme,toronto canada,,,
ama,1907,gibson thomas w,gibson,thomas,w,,,provinceof ontario,instme,toronto canada,,,
ama,1867,giddings edward e,giddings,edward,e,,,em,columbia school of mines,,,,
ama,1907,giddings edward e,giddings,edward,e,,,miuing engineer,,chicago,,,
ama,1907,giddings d s,giddings,d,s,,,mining engineer,,nacozari sonora,,,
