source,year,name,lastname,firstname,middlename,nationality,edu,prof,org,loc,country,lon,lat
ama,1907,holder philip,holder,philip,,,,mining engineer,,parian oaxaca,,,
ama,1907,holdsworth p h,holdsworth,p,h,,,mining engineers,,seattle washington,,,
ama,1885,hollis henry l,hollis,henry,l,,,bs,columbia school of mines,,,,
ama,1907,hollis henry l,hollis,henry,l,,,,consulting mining metallurgical engineer,chicago illinois,,,
ama,1907,hollis henry l,hollis,henry,l,,,em,buffalo smelting works calumet hecla mining co,,,,
ama,1907,hollis henry l,hollis,henry,l,,,supt,buffalo smelting works calumet hecla mining co,,,,
ama,1907,hollis robert w,hollis,robert,w,,,mining engineer,,silverton colorado,,,
ama,1907,hollister john j,hollister,john,j,,,mining engineer,,carters california,,,
ama,1907,holloway harry,holloway,harry,,,,mine owner,,great falls montana,,,
ama,1907,holman s c,holman,s,c,,,mining engineer,,spokane washington,,,
ama,1907,holman austin t,holman,austin,t,,,mining engineer,,cripple creek colorado,,,
ama,1907,holman joseph w,holman,joseph,w,,,mining engineer,,denver colorado,,,
ama,1895,holmes e ugene clarence 1045 monadnock bdg,holmes,eugene,clarence,,,phb,university of california,,,,
ama,1907,holmes e ugene clarence 1045 monadnock bdg,holmes,eugene,clarence,,,gen mgr,el cristo mining co.,san francisco california,,,
ama,1907,holmes joseph a,holmes,joseph,a,,,geologist,,st louis missouri,,,
ama,1907,holmes eugene clarence,holmes,eugene,clarence,,,gen mgr,san juan grande mining co,san francisco california,,,
ama,1907,holmes marshall f,holmes,marshall,f,,,metallurgical engineer,american smelting refining co,chicago,,,
ama,1907,holmes marshall f,holmes,marshall,f,,,mgr,american smelting refining co,chicago,,,
ama,1907,holmes w h,holmes,w,h,,,mining engineer,,denver colorado,,,
ama,1907,holmes george l,holmes,george,l,,,mining engineer,,oakland california,,,
ama,1907,holmes edwin m,holmes,edwin,m,,,asst supt,assoc m asce,daiquiri cuba,,,
ama,1907,holmes edwin m,holmes,edwin,m,,,spanish american iron co,assoc m asce,daiquiri cuba,,,
ama,1907,holmes avery t,holmes,avery,t,,,mine superintendent,,holmes wyoming,,,
ama,1907,holms w l,holms,w,l,,,metallurgical engineer,,mexico city df,,,
ama,1889,holt marmaduke b,holt,marmaduke,b,,,em,columbia college university,,,,
ama,1907,holt marmaduke b,holt,marmaduke,b,,,mining engineer,,silverton colorado,,,
ama,1907,holt herbert l,holt,herbert,l,,,mining engineer,montana mining co,edgemont nevada,,,
ama,1907,holt frederick t,holt,frederick,t,,,metallurgical engineer,,new york,,,
ama,1907,holt taylor,holt,taylor,,,,chemist,,san luis potosi mexico,,,
ama,1907,holthoff henry c,holthoff,henry,c,,,mining engineer,,taxco guerrero,,,
ama,1907,honey richard,honey,richard,,,,mine owner,,mexico city df,,,
ama,1907,hook peter f,hook,peter,f,,,mine superintendent,,cananea sonora,,,
ama,1890,hooper frank c,hooper,frank,c,,,e met,columbia school of mines,north river,,,
ama,1890,hooper frank c,hooper,frank,c,,,m am inst me,columbia school of mines,north river,,,
ama,1907,hooper frank c,hooper,frank,c,,,mgr,north river garnet co.,north river new york,,,
ama,1907,hooper frank c,hooper,frank,c,,,mining metallurgical engineer,north river garnet co.,north river new york,,,
ama,1907,hooper george h,hooper,george,h,,,mine owner,,los angeles california,,,
ama,1907,hooper j t,hooper,j,t,,,asst supt,,grass valley cal,,,
ama,1907,hooper j t,hooper,j,t,,,empire west mines,,grass valley cal,,,
ama,1907,hooper james,hooper,james,,,,mine superintendent,,altar sonora,,,
ama,1907,hooper thomas,hooper,thomas,,,,mining engineer,,rockland michigan,,,
ama,1907,hoover william d,hoover,william,d,,,mine manager,,georgetown colorado,,,
ama,1907,hope charles e,hope,charles,e,,,mining engineer,,vancouver bc,,,
ama,1907,hopka h s,hopka,h,s,,,colliery superintendent,,rear creek montana,,,
ama,1907,hopkins thomas c,hopkins,thomas,c,,,consulting geologist,syracuse university,syracuse new york,,,
ama,1907,hopkins thomas c,hopkins,thomas,c,,,professorof geology,syracuse university,syracuse new york,,,
ama,1907,hopkins james f,hopkins,james,f,,,mining engineer,,denver colorado,,,
ama,1901,hopkins clarence v,hopkins,clarence,v,,,em,michigan college of mines,,,,
ama,1907,hopkins clarence v,hopkins,clarence,v,,,mining engineer,,jerome arizona,,,
ama,1907,hopkins e w,hopkins,e,w,,,mining engineer,,commonwealth wisconsin,,,
ama,1907,hopkins edward,hopkins,edward,,,,mining engineer,,san luis potosi mexico,,,
ama,1907,hopp john,hopp,john,,,,mining engineer,,stanley bc,,,
ama,1905,hornbein julius,hornbein,julius,,,,chemist em,colorado school of mines,,,,
ama,1907,hornbein julius,hornbein,julius,,,,,,christmas arizona,,,
ama,1907,hornelas francisco a,hornelas,francisco,a,,,mill superintendent,,cedral san luis potosi,,,
ama,1907,horner joseph f,horner,joseph,f,,,mine superintendent,,leadville colorado,,,
ama,1907,horsey charles l,horsey,charles,l,,,mine superintendent,,pioche nevada,,,
ama,1907,hoskins william,hoskins,william,,,,chemist,,clark st chicago,,,
ama,1907,hough george,hough,george,,,,colliery superintendent,,bridger montana,,,
ama,1907,houghton peter,houghton,peter,,,,mine superintendent,,mokelumne hill california,,,
ama,1899,houle joseph a,houle,joseph,a,,,em,michigan college of mines,,,,
ama,1907,houle joseph a,houle,joseph,a,,,mining engineer,,negaunee michigan,,,
ama,1896,houle albert j,houle,albert,j,,,em,michigan college of mines,,,,
ama,1907,houle albert j,houle,albert,j,,,mining engineer,,pearce arizona,,,
ama,1907,houston n l,houston,n,l,,,mine superintendent,,fort huachuca arizona,,,
ama,1889,hovey edmund o,hovey,edmund,o,,,phd,yale university,,,,
ama,1907,hovey edmund o,hovey,edmund,o,,,associate curator,american museum of natural history,new york,,,
ama,1907,hovey edmund o,hovey,edmund,o,,,dept,american museum of natural history,new york,,,
ama,1907,hovey albert s,hovey,albert,s,,,mining engineer,,helena montana,,,
ama,1907,hovland henry b,hovland,henry,b,,,mining engineer,,duluth minnesota,,,
ama,1907,howard j ashley,howard,j,ashley,,,mining engineer,,sumpter oregon,,,
ama,1907,howard george e,howard,george,e,,,mgr,sahuayacan mining co,ocampo chihuahua,,,
ama,1907,howard george e,howard,george,e,,,mining engineer,sahuayacan mining co,ocampo chihuahua,,,
ama,1883,howard william h,howard,william,h,,,metallurgist bs,mcgill university,,,,
ama,1907,howard james h,howard,james,h,,,gen supt,amparo mining co.,etzatlan jalisco,,,
ama,1907,howard f h,howard,f,h,,,mine superintendent,,magdalena sonora,,,
ama,1907,howard william h,howard,william,h,,,,,el oro e de mexico,,,
ama,1905,howard harry m,howard,harry,m,,,chem,university of california,,,,
ama,1905,howard harry m,howard,harry,m,,,metallurgist bs,university of california,,,,
ama,1907,howard harry m,howard,harry,m,,,,,campo seco california,,,
ama,1907,howard karl,howard,karl,,,,mining engineer,,spenceville california,,,
ama,1907,howard ferdinand,howard,ferdinand,,,,mining engineer,,columbus ohio,,,
ama,1907,howbert charles w,howbert,charles,w,,,genmgr,cienguita copper co,cienguita sonora,,,
ama,1907,howbert charles w,howbert,charles,w,,,mining engineer,cienguita copper co,cienguita sonora,,,
ama,1871,howe henry m,howe,henry,m,,,min met,mass inst tech,b s,,,
ama,1872,howe henry m,howe,henry,m,,,ma,harvard college,,,,
ama,1907,howe henry m,howe,henry,m,,,metallurgical engineer,columbia school of mines,new york,,,
ama,1907,howe m m,howe,m,m,,,mgr,wonderfullondon mines co.,breckenridge colorado,,,
ama,1907,howe m m,howe,m,m,,,mining engineer,wonderfullondon mines co.,breckenridge colorado,,,
ama,1907,howe henry m,howe,henry,m,,,professor of metallurgy,columbia school of mines,new york,,,
ama,1908,howe m m,howe,m,m,,,mgr,senator gold mining milling co,breckenridge colorado,,,
ama,1908,howe m m,howe,m,m,,,mining engineer,senator gold mining milling co,breckenridge colorado,,,
ama,1907,howe albion s,howe,albion,s,,,mining engineer,,goldfield nevada,,,
ama,1886,howe epenetus,howe,epenetus,,,,em,columbia school of mines,,,,
ama,1907,howe william,howe,william,,,,mine superintendent,,globe arizona,,,
ama,1907,howe epenetus,howe,epenetus,,,,mining engineer,,monterey nl,,,
ama,1907,hubbard charles h,hubbard,charles,h,,,mine superintendent,,valdez alaska,,,
ama,1872,hubbard lucius l,hubbard,lucius,l,,,ma,harvard university,,,,
ama,1889,hubbard lucius l,hubbard,lucius,l,,,phd,,bonn germany,,,
ama,1907,hubbard lucius l,hubbard,lucius,l,,,,winona copper co.,,,,
ama,1907,hubbard lucius l,hubbard,lucius,l,,,consulting geologist,king philip copper co.,houghton michigan,,,
ama,1907,hubbard lucius l,hubbard,lucius,l,,,gen mgr,king philip copper co.,houghton michigan,,,
ama,1901,hubert charles a,hubert,charles,a,,,em,michigan college of mines,,,,
ama,1907,hubert charles a,hubert,charles,a,,,mining engineer,,streator illinois,,,
ama,1907,hudson albert w,hudson,albert,w,,,metallurgist,,mayer arizona,,,
ama,1898,huff william mcm,huff,william,mcm,,,chemist bs,university of california,,,,
ama,1907,huff william mcm,huff,william,mcm,,,,,kellogg idaho,,,
ama,1903,hughes alva f,hughes,alva,f,,,metallurgist bs,university of california,,,,
ama,1907,hughes alva f,hughes,alva,f,,,,,triunfo baja california,,,
ama,1891,hughes wilson w,hughes,wilson,w,,,em,school of mining,penzance england,,,
ama,1907,hughes wilson w,hughes,wilson,w,,,mining engineer,,guanajuato mexico,,,
ama,1907,hughes thomas,hughes,thomas,,,,mining engineer,,tucson arizona,,,
ama,1907,huhtala john h,huhtala,john,h,,,mine superintendent,,palmer michigan,,,
ama,1907,hull a e,hull,a,e,,,mine superintendent,,rapid city south dakota,,,
ama,1907,hull f r,hull,f,r,,,asst supt,empire mines investment co,grass valley california,,,
ama,1907,hull f r,hull,f,r,,,res,empire mines investment co,grass valley california,,,
ama,1907,hull george w,hull,george,w,,,mining engineer,,jerome arizona,,,
ama,1907,hulme james,hulme,james,,,,mine superintendent,,waugh california,,,
ama,1907,hulst nelson p,hulst,nelson,p,,,mining engineer,,milwaukee wisconsin,,,
ama,1898,hulst harry t,hulst,harry,t,,,bs,yale university,,,,
ama,1898,hulst harry t,hulst,harry,t,,,eng,yale university,,,,
ama,1907,hulst harry t,hulst,harry,t,,,mining engineer,,ishpeming michigan,,,
ama,1907,hulst george,hulst,george,,,,metallurgisteng,yale university,omaha nebraska,,,
ama,1907,hulst george,hulst,george,,,,sss,yale university,omaha nebraska,,,
ama,1907,hum e k,hum,e,k,,,mgr,octave mining co,chicago,,,
ama,1883,humbert w s,humbert,w,s,,,em,columbia school of mines,,,,
ama,1907,humbert w s,humbert,w,s,,,mining engineer,,niagara falls new york,,,
ama,1907,humbert p,humbert,p,,,,mine superintendent,,cornucopia oregon,,,
ama,1907,humbird david,humbird,david,,,,mine superintendent,,garza garcia nl,,,
ama,1907,humes james,humes,james,,,,mine superintendent,,basin montana,,,
ama,1907,humphrey e c,humphrey,e,c,,,mine superintendent,,ensenada bc,,,
ama,1907,humphrey robert k,humphrey,robert,k,,,mining engineer,,denver colorado,,,
ama,1907,humphreys alexander c,humphreys,alexander,c,,,mining engineer,,new york,,,
ama,1907,hungerford w a,hungerford,w,a,,,mining engineer,,belleville ontario,,,
ama,1907,hunt robert w co,hunt,robert,w,,,,mining engineers,chicago,,,
ama,1907,hunt g e,hunt,g,e,,,mill superintendent,,morenci arizona,,,
ama,1876,hunt frederick f,hunt,frederick,f,,,em,columbia school of mines,,,,
ama,1907,hunt frederick f,hunt,frederick,f,,,,cbemist ce,new york,,,
ama,1905,hunt t r,hunt,t,r,,,em,colorado school of mines,,,,
ama,1907,hunt t r,hunt,t,r,,,mining engineer,,poland arizona,,,
ama,1907,hunt f w,hunt,f,w,,,mine manager,,emmett idaho,,,
ama,1907,hunt ellery w,hunt,ellery,w,,,mining engineer,,silverton colorado,,,
ama,1907,hunt bertram,hunt,bertram,,,,metallurgist,,san francisco,,,
ama,1907,hunt joshua,hunt,joshua,,,,mining engineer,,elizabeth pennsylvania,,,
ama,1903,hunter john a,hunter,john,a,,,bs,new mexico school of mines,,,,
ama,1904,hunter john a,hunter,john,a,,,,m western assn tech chem metallurgists,,,,
ama,1907,hunter john a,hunter,john,a,,,chief chemist,american smelting refining co.,aguascalientes mexico,,,
ama,1876,huntington william w,huntington,william,w,,,c e 1876,rensselaer poly,denver colorado,,,
ama,1885,huntington f w,huntington,f,w,,,em,columbia school of mines,,,,
ama,1907,huntington f w,huntington,f,w,,,mining engineer,,brooklyn new york,,,
ama,1907,huntington william w,huntington,william,w,,,mining engineer,rensselaer poly,denver colorado,,,
ama,1875,huntley dwight b,huntley,dwight,b,,,phb,univ of california,,,,
ama,1907,huntley dwight b,huntley,dwight,b,,,mining engineer,,oakland california,,,
ama,1895,huntoon louis d,huntoon,louis,d,,,phg,columbia school of mines,london,,,
ama,1907,huntoon louis d,huntoon,louis,d,,,phg,am instme sci,london,,,
ama,1907,huntoon louis d,huntoon,louis,d,,,asst professor of mining metallurgy,yale university,new haven connecticut,,,
ama,1907,huntoon louis d,huntoon,louis,d,,,sss,yale university,new haven connecticut,,,
ama,1907,hupperty gerard,hupperty,gerard,,,,mine superintendent,,marsh idaho,,,
ama,1907,hurlburt george r,hurlburt,george,r,,,mining engineer,,ouray colorado,,,
ama,1907,hurley a e,hurley,a,e,,,mining engineer,,octave arizona,,,
ama,1907,hurley thomas j,hurley,thomas,j,,,,precious metals corporation,,,,
ama,1907,hurley thomas j,hurley,thomas,j,,,,school of mines,,,,
ama,1907,hurley thomas j,hurley,thomas,j,,,,university of arizona,,,,
ama,1907,hurley thomas j,hurley,thomas,j,,,gen mgr,consulting engineer,silverton colorado,,,
ama,1907,hurley thomas j,hurley,thomas,j,,,mines securitiescorporation,consulting engineer,silverton colorado,,,
ama,1907,hurley patrick,hurley,patrick,,,,mine superintendent,,park city utah,,,
ama,1904,hursh l l,hursh,l,l,,,bs,university of california,,,,
ama,1907,hursh l l,hursh,l,l,,,mining engineer,,san francisco california,,,
ama,1898,hurter charles s,hurter,charles,s,,,bs,mit,,,,
ama,1907,hurter charles s,hurter,charles,s,,,mining engineer,,wilmington delaware,,,
ama,1907,husted frank h,husted,frank,h,,,mine superintendent,,inde durango,,,
ama,1907,husted raymond s,husted,raymond,s,,,mine superintendent,,cripple creek colorado,,,
ama,1907,huston harry l,huston,harry,l,,,mining engineer,,gold hill nevada,,,
ama,1898,hutchins g l,hutchins,g,l,,,em,columbia school of mines,,,,
ama,1907,hutchins g l,hutchins,g,l,,,mining engineer,,bingham utah,,,
ama,1896,hutchins john p,hutchins,john,p,,,phb,university of california,,,,
ama,1907,hutchins john p,hutchins,john,p,,,mining engineer,,new york,,,
ama,1907,hutchinson randolph b,hutchinson,randolph,b,,,mining engineer,,concheno chihuahua,,,
ama,1907,hutchinson joseph h,hutchinson,joseph,h,,,mining engineer,,boise idaho,,,
ama,1892,hutchinson w spencer,hutchinson,w,spencer,,,bs,mit,,,,
ama,1907,hutchinson w spencer,hutchinson,w,spencer,,,mining engineer,,boston massachusetts,,,
ama,1907,hutton r h,hutton,r,h,,,gen mgr,ciaminera de mexico,mexico city df,,,
ama,1907,hutton r h,hutton,r,h,,,mining engineer,ciaminera de mexico,mexico city df,,,
ama,1907,hybinette victor,hybinette,victor,,,,metallurgical engineer,,westfield new jersey,,,
ama,1901,hyde james m,hyde,james,m,,,ba,stanford university,,,,
ama,1907,hyde james m,hyde,james,m,,,mining engineer,,guanajuato mexico,,,
ama,1905,hyder charles a,hyder,charles,a,,,assayer chemist em,colorado school of mines,,,,
ama,1907,hyder charles a,hyder,charles,a,,,,,salt lake city utah,,,
ama,1903,hyder frederick b,hyder,frederick,b,,,em,colorado school of mines,,,,
ama,1907,hyder frederick b,hyder,frederick,b,,,mining engineer,,moctezuma sonora,,,
ama,1907,hyslop james e,hyslop,james,e,,,mining engineer,,parral chihuahua,,,
ama,1907,ibarguengoitia ignacio,ibarguengoitia,ignacio,,,,mining engineer,,guanajuato mexico,,,
ama,1902,ickis harry m,ickis,harry,m,,,em,colorado school of mines,,,,
ama,1907,ickis harry m,ickis,harry,m,,,p i mining engineer,,manila,,,
ama,1877,ihlseng axel o,ihlseng,axel,o,,,em,columbia school of mines,,,,
ama,1907,ihlseng axel o,ihlseng,axel,o,,,metallurgical engineer,,california,,,
ama,1907,ihlseng axel o,ihlseng,axel,o,,,mining engineer,,new york,,,
ama,1907,imhoff alexander,imhoff,alexander,,,,mgr,conejoblanco mine,ocotlan oaxaca,,,
ama,1907,imhoff alexander,imhoff,alexander,,,,mining engineer,conejoblanco mine,ocotlan oaxaca,,,
ama,1878,ingall elfric d,ingall,elfric,d,,,,met div,london,,,
ama,1907,ingall elfric d,ingall,elfric,d,,,mining engineer,associate royal schoolof mines,ottawa canada,,,
ama,1907,ingalls henry a,ingalls,henry,a,,,mine superintendent,,prescott arizona,,,
ama,1907,ingalls a o,ingalls,a,o,,,consulting mining engineer geologist,,seattle washington,,,
ama,1886,ingalls walter r,ingalls,walter,r,,,bs min met,mit,,,,
ama,1907,ingalls walter r,ingalls,walter,r,,,mining engineer,,new york,,,
ama,1907,ingersoll john w,ingersoll,john,w,,,mill superintendent,,deadwood south dakota,,,
ama,1907,ingersoll harry,ingersoll,harry,,,,mining engineer,,ocotlan oaxaca,,,
ama,1898,ingols j august,ingols,j,august,,,em,colorado school of mines,,,,
ama,1907,ingols j august,ingols,j,august,,,mining engineer,,milford utah,,,
ama,1907,inigno luis,inigno,luis,,,,mining engineer,,carbo sonora,,,
ama,1890,innes murray,innes,murray,,,,special course,universitv of california,,,,
ama,1891,innes murray,innes,murray,,,,bs,rensselaer poly,,,,
ama,1907,innes murray,innes,murray,,,,,,mexico,,,
ama,1907,innes murray,innes,murray,,,,consulting mining engineer,operating in sinaloa,san francisco california,,,
ama,1907,innes murray,innes,murray,,,,mine owner,operating in sinaloa,san francisco california,,,
ama,1907,ionides stephen a,ionides,stephen,a,,,mining engineer,,independence colorado,,,
ama,1907,ipina roberto,ipina,roberto,,,,mine owner,,san luis potosi mexico,,,
ama,1900,irelan arthur l,irelan,arthur,l,,,em,montanastate school of mines,,,,
ama,1907,irelan arthur l,irelan,arthur,l,,,mining engineer,,helena montana,,,
ama,1900,ireland james d,ireland,james,d,,,phb,yale univ,,,,
ama,1902,ireland james d,ireland,james,d,,,mechanics,,,,,
ama,1903,ireland james d,ireland,james,d,,,min met,mit,,,,
ama,1907,ireland james d,ireland,james,d,,,mining engineer,,new york,,,
ama,1907,ironside james,ironside,james,,,,mine superintendent,,eureka california,,,
ama,1907,irvine frederick b,irvine,frederick,b,,,mining engineer,,new york,,,
ama,1907,irving joseph,irving,joseph,,,,mine superintendent,,ironton colorado,,,
ama,1907,irving john,irving,john,,,,mining engineer,,velardena durango,,,
ama,1878,irwin frederic,irwin,frederic,,,,,western univ of penn,,,,
ama,1907,irwin frederic,irwin,frederic,,,,gen mgr,trade dollarcons. mining co,dewey idaho,,,
ama,1907,irwin frederic,irwin,frederic,,,,mining engineer,trade dollarcons. mining co,dewey idaho,,,
ama,1907,itrube juan,itrube,juan,,,,mining engineer,,guanacevi durango,,,
ama,1907,ivens theodore,ivens,theodore,,,,mine superintendent,,eureka colorado,,,
ama,1907,ives eugene s,ives,eugene,s,,,gen mgr,king ofarizona co,tucson arizona,,,
ama,1907,ives eugene s,ives,eugene,s,,,mining engineer,king ofarizona co,tucson arizona,,,
ama,1907,ivey richard j,ivey,richard,j,,,mining engineer,,tlalpujahua michoacan,,,
ama,1903,izett glen a,izett,glen,a,,,em,colorado school of mines,,,,
ama,1907,izett glen a,izett,glen,a,,,mining engineer,,littleton colorado,,,
ama,1892,jackling daniel c,jackling,daniel,c,,,bs,missouri school of mines,mccornick bdg,,,
ama,1907,jackling daniel c,jackling,daniel,c,,,mining engineer,,salt lake city utah,,,
ama,1882,jackson robert d,jackson,robert,d,,,phb,univ of california,,,,
ama,1907,jackson robert d,jackson,robert,d,,,mining engineer,,santa eulalia chihuahua,,,
ama,1907,jackson orville e,jackson,orville,e,,,pres gen mgr,big giant gold mining co ltd,boise idaho,,,
ama,1874,jackson frank h,jackson,frank,h,,,bs,mit,boston mas,,,
ama,1901,jackson walter h,jackson,walter,h,,,em,colorado school of mines,,,,
ama,1907,jackson walter h,jackson,walter,h,,,mining engineer,,ojuela durango,,,
ama,1907,jackson frank h,jackson,frank,h,,,mining engineer,,los angeles california,,,
ama,1907,jackson h nelson,jackson,h,nelson,,,mining engineer,,chihuahua mexico,,,
ama,1899,jackson george r,jackson,george,r,,,ce,lehigh university,,,,
ama,1907,jackson george r,jackson,george,r,,,mining engineer,,princeton michigan,,,
ama,1874,jackson abraham w,jackson,abraham,w,,,phb,univ of california,,,,
ama,1907,jackson abraham w,jackson,abraham,w,,,mining engineer,,new york,,,
ama,1907,jackson thomas,jackson,thomas,,,,mine superintendent,,joplin missouri,,,
ama,1907,jackson lester,jackson,lester,,,,mining engineer,,prescott arizona,,,
ama,1907,jacobs george b,jacobs,george,b,,,mining engineer,,chihuahua mexico,,,
ama,1907,jacobs john,jacobs,john,,,,mine superintendent,,angels camp california,,,
ama,1907,jacobs matthew,jacobs,matthew,,,,mine superintendent,,big oak flat california,,,
ama,1907,jacobs robert,jacobs,robert,,,,mining engineer,,cobalt ontario,,,
ama,1907,jacobson anthony o,jacobson,anthony,o,,,mining engineer,,alta utah,,,
ama,1907,jacobson john p,jacobson,john,p,,,mine superintendent,,basin arizona,,,
ama,1907,jager o e,jager,o,e,,,metallurgist,,humboldt arizona,,,
ama,1894,jaggar thomas a jr,jaggar,thomas,a,,,ma,,,,,
ama,1897,jaggar thomas a jr,jaggar,thomas,a,,,phd,harvard university,,,,
ama,1907,jaggar thomas a jr,jaggar,thomas,a,,,professor of geology,mit,boston,,,
ama,1907,jaime alberto c,jaime,alberto,c,,,mining engineer,,sombrerete,,,
ama,1907,jaime alberto c,jaime,alberto,c,,,jaime manuel,temascal tepee,sombrerete zacatecas,,,
ama,1907,jaime alberto c,jaime,alberto,c,,,mining engineer,temascal tepee,sombrerete zacatecas,,,
ama,1904,jainieson george s,jainieson,george,s,,,phd,yale university,,,,
ama,1907,jainieson george s,jainieson,george,s,,,instructor in chemistry,yale university,new haven connecticut,,,
ama,1907,jainieson george s,jainieson,george,s,,,sss,yale university,new haven connecticut,,,
ama,1907,jame george jr,jame,george,jr,,,mining engineer,,seattle washington,,,
ama,1907,james george d,james,george,d,,,em,univ ofpennsylvania,reno nevada,,,
ama,1907,james george d,james,george,d,,,mining engineer,univ ofpennsylvania,reno nevada,,,
ama,1907,james s j,james,s,j,,,mining engineer,,iron mountain michigan,,,
ama,1907,james w s,james,w,s,,,dredge superintendent,,oroville california,,,
ama,1876,james samuel,james,samuel,,,,bs,mit,,,,
ama,1876,james samuel,james,samuel,,,,min met,mit,,,,
ama,1907,james samuel,james,samuel,,,,mining engineer,,matchuala slp,,,
ama,1900,janes byron e,janes,byron,e,,,bs,univ of california,,,,
ama,1907,janes byron e,janes,byron,e,,,professor of mining metallurgy,university of idaho,moscow idaho,,,
ama,1886,janeway john h jr,janeway,john,h,,,em,columbia school of mines,,,,
ama,1907,janeway john h jr,janeway,john,h,,,mining engineer,,chicago,,,
ama,1907,janeway john a,janeway,john,a,,,mining engineer,,trenton new jersey,,,
ama,1907,janin louis,janin,louis,,,,mining engineer,,gaviota california,,,
ama,1907,janin charles,janin,charles,,,,mining engineer,,oakland california,,,
ama,1907,janney frank g,janney,frank,g,,,,utah copper co,,,,
ama,1907,janney thomas g,janney,thomas,g,,,mining engineer,,philadelphia pennsylvania,,,
ama,1907,janney frank g,janney,frank,g,,,metallurgical engineer,of mills,salt lake city utah,,,
ama,1907,janney frank g,janney,frank,g,,,supt,of mills,salt lake city utah,,,
ama,1901,janney walter t,janney,walter,t,,,me,cornell university,,,,
ama,1907,janney walter t,janney,walter,t,,,metallurgist,mercur cons. gold minesco,mercur utah,,,
ama,1907,janson f a,janson,f,a,,,mining engineer,,vulcan michigan,,,
ama,1907,jarbeau clarence,jarbeau,clarence,,,,mine manager,,georgetown colorado,,,
ama,1895,jarman z h,jarman,z,h,,,em,columbia school of mines,,,,
ama,1907,jarman z h,jarman,z,h,,,mining engineer,,brooklyn new york,,,
ama,1897,jarvis royal p,jarvis,royal,p,,,em,colorado school of mines,,,,
ama,1907,jarvis royal p,jarvis,royal,p,,,mining engineer,columbia university,new york,,,
ama,1907,jeffrey robert h,jeffrey,robert,h,,,mining engineer,,talea oaxaca,,,
ama,1899,jeffs lewis a,jeffs,lewis,a,,,em,michigan college of mines,,,,
ama,1907,jeffs lewis a,jeffs,lewis,a,,,mining engineer,,salt lake city utah,,,
ama,1907,jenkins francis,jenkins,francis,,,,mining engineer,,silver city idaho,,,
ama,1907,jenks thomas h,jenks,thomas,h,,,mining engineer,,cananea sonora,,,
ama,1907,jenks charles n,jenks,charles,n,,,mining engineer,,north brookfield massachusetts,,,
ama,1886,jenks arthur w,jenks,arthur,w,,,em,columbia school of mines,,,,
ama,1907,jenks arthur w,jenks,arthur,w,,,mining engineer,,san diego california,,,
ama,1907,jenks william,jenks,william,,,,mining engineer,,albuquerque new mexico,,,
ama,1869,jenney walter p,jenney,walter,p,,,em,columbia school of mines,,,,
ama,1907,jenney walter p,jenney,walter,p,,,mining engineer,,tonopah nevada,,,
ama,1907,jennings oscar constellation,jennings,oscar,constellation,,,mine superintendent,,arizona,,,
ama,1873,jennings e p,jennings,e,p,,,c e 1873,union college,salt lake city utah,,,
ama,1907,jennings e p,jennings,e,p,,,mining engineer,union college,salt lake city utah,,,
ama,1907,jennings hennen,jennings,hennen,,,,dc mining engineer,,washington dc,,,
ama,1907,jennison william f,jennison,william,f,,,mining engineer,,sydney ns,,,
ama,1896,jessup albert b,jessup,albert,b,,,em,lehigh university,,,,
ama,1907,jessup albert b,jessup,albert,b,,,mining engineer,lehighvalley coal co.,wilkesbarre pennsylvania,,,
ama,1907,jessup herbert j,jessup,herbert,j,,,metallurgical engineer,,guanacevi durango,,,
ama,1907,jesup richard m,jesup,richard,m,,,mining engineer,,new york,,,
ama,1907,jewell james e,jewell,james,e,,,mine superintendent,,warren idaho,,,
ama,1907,jewell charles w,jewell,charles,w,,,mine superintendent,,santa lucia sinaloa,,,
ama,1907,jewett eliot c,jewett,eliot,c,,,mining engineer,,st louis missouri,,,
ama,1907,jewett frank g,jewett,frank,g,,,mining engineer,,hibbing minnesota,,,
ama,1903,jewett norman r,jewett,norman,r,,,em,michigan college of mines,,,,
ama,1907,jewett norman r,jewett,norman,r,,,mining engineer,,lead south dakota,,,
ama,1907,jillson i o,jillson,i,o,,,mine manager,,hornbrook california,,,
ama,1907,jobe william h,jobe,william,h,,,mining engineer,,stambaugh michigan,,,
ama,1907,john henry,john,henry,,,,colliery superintendent,,rockvale colorado,,,
ama,1907,johnesse frank e,johnesse,frank,e,,,mine superintendent,,boise idaho,,,
ama,1907,johns p a,johns,p,a,,,mine superintendent,,martinez arizona,,,
ama,1907,johns william h,johns,william,h,,,mine superintendent,,leadville colorado,,,
ama,1907,johns thomas,johns,thomas,,,,mine superintendent,,chinipas chihuahua,,,
ama,1904,johnson ralph b,johnson,ralph,b,,,em,michigan college of mines,,,,
ama,1907,johnson ralph b,johnson,ralph,b,,,mining engineer,,houghton michigan,,,
ama,1904,johnson lafayette g,johnson,lafayette,g,,,em,colorado school of mines,,,,
ama,1907,johnson lafayette g,johnson,lafayette,g,,,mining engineer,,flat river missouri,,,
ama,1907,johnson paul j,johnson,paul,j,,,mill supt,quartette mining co,searchlight nevada,,,
ama,1904,johnson frederick l,johnson,frederick,l,,,bs,univ of california,,,,
ama,1907,johnson h l,johnson,h,l,,,mine manager,,alleghany california,,,
ama,1907,johnson frederick l,johnson,frederick,l,,,mining engineer,,santa barbara california,,,
